Timestamp,pCut Motor: Torque," pCut CTRL Position controller: Lag error"," pCut CTRL Position controller: Actual position"," pCut CTRL Position controller: Actual speed"," pSvolFilm CTRL Position controller: Actual position"," pSvolFilm CTRL Position controller: Actual speed"," pSvolFilm CTRL Position controller: Lag error"
-0.187999973,-0.112131268,-0.002490044,-884606,0,11128,2.50428915,0.261084974
-0.183999973,-0.08893051,-0.003863335,-884606,17.1661377,11128,-2.50428915,0.260083199
-0.179999974,-0.115140609,0.001629829,-884606,-6.866455078,11128,7.513016224,0.259081483
-0.175999974,-0.111815326,0.00300312,-884606,-13.73291016,11128,-2.50428915,0.260083199
-0.171999974,-0.130970448,0.004376411,-884606,-6.866455078,11128,0,0.261084974
-0.167999975,-0.130716681,0.004376411,-884606,0,11128,0,0.261084974
-0.163999975,-0.09303464,-0.002490044,-884606,0,11128,-2.50428915,0.260083199
-0.159999975,-0.113927342,0.001629829,-884606,6.866455078,11128,0,0.260083199
-0.155999975,-0.121977463,0.00300312,-884606,-3.433227539,11128,0,0.261084974
-0.151999976,-0.132864803,0.004376411,-884606,-3.433227539,11128,5.008727074,0.259081483
-0.147999976,-0.110749446,0.001629829,-884606,3.433227539,11128,0,0.260083199
-0.143999976,-0.120724171,0.001629829,-884606,-13.73291016,11128,-7.513016224,0.262086689
-0.139999976,-0.115031116,-0.002490044,-884606,-6.866455078,11128,0,0.260083199
-0.135999977,-0.122286446,0.00300312,-884606,0,11128,0,0.259081483
-0.131999977,-0.116938472,0.001629829,-884606,-6.866455078,11128,5.008727074,0.259081483
-0.127999977,-0.122395128,0.001629829,-884606,0,11128,5.008727074,0.260083199
-0.123999978,-0.127316087,0.001629829,-884606,-3.433227539,11128,-2.50428915,0.262086689
-0.119999978,-0.111351155,-0.003863335,-884606,3.433227539,11128,5.008727074,0.260083199
-0.115999978,-0.095827751,-0.003863335,-884606,6.866455078,11128,0,0.259081483
-0.111999978,-0.115495093,0.001629829,-884606,-3.433227539,11128,0,0.260083199
-0.107999979,-0.141349182,0.004376411,-884606,0,11128,2.50428915,0.259081483
-0.103999979,-0.122004271,0.000256538,-884606,-6.866455078,11128,0,0.259081483
-0.099999979,-0.107417472,-0.001116753,-884606,0,11128,5.008727074,0.259081483
-0.09599998,-0.101588376,0.000256538,-884606,6.866455078,11128,0,0.260083199
-0.09199998,-0.128673613,0.001629829,-884606,-6.866455078,11128,-5.008727074,0.261084974
-0.08799998,-0.11995811,0.000256538,-884606,3.433227539,11128,5.008727074,0.259081483
-0.08399998,-0.099136189,0.001629829,-884606,0,11128,0,0.260083199
-0.079999981,-0.128712341,0.001629829,-884606,0,11128,-5.008727074,0.261084974
-0.075999981,-0.120738499,0.000256538,-884606,0,11128,0,0.261084974
-0.071999981,-0.12727502,0.00300312,-884606,-6.866455078,11128,-2.50428915,0.262086689
-0.067999981,-0.1268204,0.001629829,-884606,-6.866455078,11128,-2.50428915,0.260083199
-0.063999982,-0.111939073,0.001629829,-884606,0,11128,2.50428915,0.261084974
-0.059999982,-0.1182836,0.000256538,-884606,-6.866455078,11128,5.008727074,0.259081483
-0.055999982,-0.111575402,0.000946045,-884606,3.433227539,11128,0,0.259081483
-0.051999983,-0.120905474,0.000730515,-884606,-3.433227539,11128,0,0.261195511
-0.047999983,-0.132652804,0.004196167,-884606,0,11128,0,0.262417197
-0.043999983,-0.14068611,0.0051651,-884606,3.433227539,11128,0,0.264159411
-0.039999983,-0.167487293,0.011884689,-884606,0,11128,0,0.269815117
-0.035999984,-0.167608872,0.010629654,-884606,3.433227539,11128,2.504438162,0.279745579
-0.031999984,-0.178326324,0.011018753,-884606,13.73291016,11128,0,0.296289176
-0.027999984,-0.180984899,0.008476257,-884606,30.89904785,11128,0,0.31574747
-0.023999984,-0.224916145,0.017885208,-884606,17.1661377,11128,7.513016224,0.335397184
-0.019999985,-0.25540778,0.02116394,-884606,17.1661377,11128,7.513016224,0.358499378
-0.015999985,-0.30435288,0.022438049,-884606,20.59936523,11128,10.01745415,0.377269268
-0.011999985,-0.305484205,0.014380455,-884606,27.46582031,11128,22.53904915,0.395916879
-0.007999986,-0.261779845,-0.004841805,-884605,27.46582031,11128,17.53032112,0.416621923
-0.003999986,-0.26761964,-0.005017281,-884605,34.33227539,11128,17.53032112,0.434525907
1.38655E-08,-0.287765473,0.002173424,-884605,37.76550293,11128,25.04333687,0.450754374
0.004000014,-0.295927733,1.52588E-05,-884605,41.19873047,11128,35.06079102,0.466406077
0.008000013,-0.283251077,-0.006467819,-884605,48.06518555,11128,32.55635452,0.491568953
0.012000013,-0.308639169,0.000106812,-884605,44.63195801,11128,40.06951904,0.519276142
0.016000013,-0.331371695,0.004386902,-884604,51.49841309,11129,45.0780983,0.545538247
0.020000012,-0.346760869,0.004062653,-884604,65.23132324,11129,52.59111404,0.561331391
0.024000012,-0.297285587,-0.014618874,-884604,72.09777832,11129,57.59984207,0.574633896
0.028000012,-0.250794023,-0.026511192,-884604,72.09777832,11129,65.112854,0.582380891
0.032000012,-0.258219004,-0.019742966,-884603,75.53100586,11130,77.63445282,0.5844841
0.036000011,-0.279805392,-0.005794525,-884603,82.39746094,11130,80.13887787,0.591848671
0.040000011,-0.295902312,-0.003475189,-884603,89.26391602,11130,87.65190125,0.593313992
0.044000011,-0.286723763,-0.006193161,-884602,99.56359863,11131,92.66062927,0.589717209
0.048000011,-0.264879078,-0.013540268,-884602,102.9968262,11131,102.6779327,0.589879751
0.05200001,-0.253584296,-0.012527466,-884601,106.4300537,11131,107.6866684,0.603598058
0.05600001,-0.27571848,-0.003904343,-884601,120.1629639,11132,112.6952209,0.609592259
0.06000001,-0.296162695,0.007684708,-884600,123.5961914,11132,125.2169876,0.616604388
0.064000009,-0.269224346,-0.003698349,-884600,140.7623291,11133,127.7212601,0.633351326
0.068000009,-0.246561781,-0.011353493,-884599,151.0620117,11133,132.7299957,0.648486972
0.072000009,-0.248403162,-0.007815361,-884599,144.1955566,11134,137.7385712,0.664668322
0.076000009,-0.250797629,0.000413895,-884598,161.3616943,11134,155.2689819,0.680514157
0.080000008,-0.272754997,0.002934456,-884598,168.2281494,11135,157.7734833,0.690611184
0.084000008,-0.282723308,-0.000130653,-884597,171.661377,11136,175.3038025,0.690519631
0.088000008,-0.238962159,-0.010957718,-884596,188.8275146,11136,180.3124695,0.690805674
0.092000008,-0.218018532,-0.0088377,-884595,188.8275146,11137,187.8254089,0.686976552
0.096000007,-0.226540133,-0.003054619,-884595,192.2607422,11138,197.8428497,0.681527615
0.100000007,-0.257760346,0.00144577,-884594,205.9936523,11139,207.8601532,0.67491883
0.104000007,-0.236500859,-0.000968933,-884593,219.7265625,11140,210.3644104,0.673612714
0.108000006,-0.223333225,-0.004275322,-884592,223.15979,11141,227.8950806,0.678008378
0.112000006,-0.210513562,-0.014120102,-884591,236.8927002,11141,237.9121552,0.684490383
0.116000006,-0.216340438,-0.001375198,-884590,240.3259277,11142,245.4251709,0.689417541
0.120000006,-0.264610112,0.010669708,-884589,240.3259277,11143,252.9381866,0.690105915
0.124000005,-0.260528088,0.005581856,-884588,257.4920654,11144,260.451355,0.698895872
0.128000005,-0.21841079,-0.001490593,-884587,260.925293,11145,267.9642944,0.717056453
0.132000005,-0.228137359,-0.000681877,-884586,264.3585205,11147,280.4861755,0.736834347
0.136000004,-0.224815711,0.000720978,-884585,281.5246582,11148,293.0077515,0.758464873
0.140000004,-0.239501715,0.004107475,-884584,288.3911133,11149,303.0252075,0.778127551
0.144000004,-0.249801427,0.005365372,-884583,305.557251,11150,310.5380859,0.791997671
0.148000004,-0.241252244,0.004493713,-884581,312.4237061,11151,318.051178,0.80123359
0.152000003,-0.255569398,0.002415657,-884580,319.2901611,11153,328.0683899,0.814956784
0.156000003,-0.26533553,0.004610062,-884579,333.0230713,11154,335.5814209,0.831276298
0.160000003,-0.288023651,0.013578415,-884578,329.5898438,11155,353.1118469,0.846237302
0.164000003,-0.301878005,0.011219025,-884576,336.4562988,11157,360.6249084,0.856885731
0.168000002,-0.292653024,0.006666183,-884575,343.3227539,11158,373.1465149,0.85924083
0.172000002,-0.280380368,-0.004241943,-884573,353.6224365,11160,383.1639404,0.849266827
0.176000002,-0.286557078,-0.001180649,-884572,363.9221191,11161,400.6945801,0.836954236
0.180000001,-0.31351006,0.005527496,-884571,370.7885742,11163,408.207428,0.823252141
0.184000001,-0.299281448,0.006202698,-884569,374.2218018,11165,415.7204895,0.799035668
0.188000001,-0.279348403,-0.006743431,-884568,394.821167,11166,420.7289124,0.787239075
0.192000001,-0.272787422,-0.006139755,-884566,394.821167,11168,430.7466431,0.784726083
0.196,-0.28695336,-0.002111435,-884564,391.3879395,11170,435.755188,0.798319161
0.2,-0.28676635,0.00069809,-884563,408.5540771,11172,448.2770691,0.815824747
0.204,-0.24804537,-0.013549805,-884561,418.8537598,11173,453.2852478,0.832992136
0.208,-0.224425226,-0.013372421,-884559,429.1534424,11175,473.3201599,0.841570914
0.211999999,-0.256350726,-0.005216599,-884558,422.2869873,11177,480.8333435,0.848311603
0.215999999,-0.226325065,-0.01433754,-884556,439.453125,11179,490.850769,0.859901905
0.219999999,-0.224986374,-0.005773544,-884554,449.7528076,11181,503.3722229,0.849981904
0.223999998,-0.222748637,-0.002035141,-884552,449.7528076,11183,518.3982544,0.819213033
0.227999998,-0.223058581,0.001621246,-884551,460.0524902,11185,525.911438,0.782216251
0.231999998,-0.189884633,-0.013196945,-884549,463.4857178,11187,533.4243164,0.767648518
0.235999998,-0.189363018,-0.00487709,-884547,460.0524902,11189,525.911438,0.774089396
0.239999997,-0.214041665,-0.00163269,-884545,463.4857178,11191,545.9459839,0.775008023
0.243999997,-0.215226933,0.005400658,-884543,473.7854004,11194,550.9550171,0.77996397
0.247999997,-0.215584412,0.002914429,-884541,484.085083,11196,560.9720459,0.792424738
0.251999996,-0.176821411,-0.009634018,-884539,494.3847656,11198,563.4763794,0.808861077
0.255999996,-0.189571828,0.001348495,-884537,494.3847656,11200,570.9894409,0.823714554
0.259999996,-0.19154191,-0.001195908,-884535,487.5183105,11203,591.0240479,0.834361672
0.263999996,-0.184854701,-0.001317978,-884533,497.8179932,11205,608.5547485,0.82417202
0.267999995,-0.20737657,0.009462357,-884531,497.8179932,11208,611.0588379,0.797526121
0.271999995,-0.218265727,0.008647919,-884529,504.6844482,11210,611.0587158,0.764742434
0.275999995,-0.175535947,-0.007829666,-884527,508.1176758,11212,621.0761108,0.758212984
0.279999995,-0.155585051,-0.010472298,-884525,521.8505859,11215,626.085022,0.754143357
0.283999994,-0.146814793,-0.005874634,-884523,514.9841309,11217,638.6067505,0.730763912
0.287999994,-0.155938357,-0.00160408,-884521,514.9841309,11220,633.5979004,0.730389655
0.291999994,-0.157446206,0.001056671,-884519,521.8505859,11223,638.6065674,0.745174289
0.295999993,-0.169763759,0.002407074,-884517,518.4173584,11225,658.6414185,0.739244699
